url;judul_singkat;konten;judul;label;ringkasan;tanggal
https://turnbackhoax.id/articles?category=lowongan&page=14;[PENIPUAN] Info Lowongan Kerja PT Pegadaian Agustus...;Faktanya Kepala Departemen Komunikasi Perusahaan PT Pegadaian, Basuki Tri...;[PENIPUAN] Info Lowongan Kerja PT...;Lowongan;Faktanya Kepala Departemen Komunikasi Perusahaan PT...;13/08/2024
https://turnbackhoax.id/articles?category=lowongan&page=14;[PENIPUAN] Informasi Pendaftaran PT PLN 2024 di...;Melalui Instagram resmi PT PLN (@pln_id), pihak PLN telah...;[PENIPUAN] Informasi Pendaftaran PT PLN...;Lowongan;Melalui Instagram resmi PT PLN (@pln_id),...;10/08/2024
https://turnbackhoax.id/articles?category=lowongan&page=14;[PENIPUAN] Pendaftaran Rekrutmen Pegawai BUMN;Klaim mengenai tautan pendaftaran Rekrutmen Bersama BUMN yang beredar...;[PENIPUAN] Pendaftaran Rekrutmen Pegawai BUMN;Lowongan;Klaim mengenai tautan pendaftaran Rekrutmen Bersama...;07/08/2024
https://turnbackhoax.id/articles?category=lowongan&page=14;[PENIPUAN] Postingan Facebook Lowongan Kerja Puskesmas Banyumas;Puskesmas Banyumas menegaskan segala informasi yang berkaitan dengan Puskesmas...;[PENIPUAN] Postingan Facebook Lowongan Kerja...;Lowongan;Puskesmas Banyumas menegaskan segala informasi yang...;31/07/2024
https://turnbackhoax.id/articles?category=lowongan&page=14;[PENIPUAN] Lowongan Kerja di PT Eclat Textile;PT Eclat Textile Internasional menegaskan tidak pernah mengeluarkan undangan...;[PENIPUAN] Lowongan Kerja di PT...;Lowongan;PT Eclat Textile Internasional menegaskan tidak...;31/07/2024
https://turnbackhoax.id/articles?category=lowongan&page=14;[PENIPUAN] LOWONGAN KERJA TENAGA PPNPN OLEH KEMENTERIAN...;Lowongan tersebut palsu. Hal ini telah dinyatakan oleh Kementerian...;[PENIPUAN] LOWONGAN KERJA TENAGA PPNPN...;Lowongan;Lowongan tersebut palsu. Hal ini telah...;31/07/2024
https://turnbackhoax.id/articles?category=lowongan&page=14;[PENIPUAN] Tawaran Lowongan Kerja Puskesmas Mulyorejo;Puskesmas Mulyorejo dengan tegas menyatakan perekrutan staff pada seluruh...;[PENIPUAN] Tawaran Lowongan Kerja Puskesmas...;Lowongan;Puskesmas Mulyorejo dengan tegas menyatakan perekrutan...;30/07/2024
https://turnbackhoax.id/articles?category=lowongan&page=14;[SALAH] Campuran Kopi, Kemiri, dan Pasta Gigi...;Klaim bahwa menyikat gigi dengan menggunakan campuran bubuk kopi,...;[SALAH] Campuran Kopi, Kemiri, dan...;Lowongan;Klaim bahwa menyikat gigi dengan menggunakan...;18/07/2024
https://turnbackhoax.id/articles?category=lowongan&page=14;[PENIPUAN] Poster Lowongan Pekerjaan Pertamina Juli 2024;Tidak benar bahwa Pertamina mengumumkan pendaftaran lowongan pekerjaan pada...;[PENIPUAN] Poster Lowongan Pekerjaan Pertamina...;Lowongan;Tidak benar bahwa Pertamina mengumumkan pendaftaran...;18/07/2024
https://turnbackhoax.id/articles?category=lowongan&page=14;[PENIPUAN] Lowongan Kerja Puskesmas Blora;Puskesmas Blora TIDAK PERNAH mengeluarkan informasi lowongan kerja tersebut.;[PENIPUAN] Lowongan Kerja Puskesmas Blora;Lowongan;Puskesmas Blora TIDAK PERNAH mengeluarkan informasi...;02/07/2024
https://turnbackhoax.id/articles?category=lowongan&page=15;[PENIPUAN] Lowongan kerja di PT Badak LNG;Rekrutmen PT Badak LNG hanya dapat dilihat melalui situs...;[PENIPUAN] Lowongan kerja di PT...;Lowongan;Rekrutmen PT Badak LNG hanya dapat...;02/07/2024
https://turnbackhoax.id/articles?category=lowongan&page=15;[PENIPUAN] Lowongan Freelance Like dan Subscribe Youtube;Modus penipuan. Korban akan diarahkan untuk mengirimkan sejumlah uang...;[PENIPUAN] Lowongan Freelance Like dan...;Lowongan;Modus penipuan. Korban akan diarahkan untuk...;30/06/2024
https://turnbackhoax.id/articles?category=lowongan&page=15;[PENIPUAN] Lowongan Pekerjaan Djarum Group;Lowongan pekerjaan di Djarum Group diunggah oleh akun palsu...;[PENIPUAN] Lowongan Pekerjaan Djarum Group;Lowongan;Lowongan pekerjaan di Djarum Group diunggah...;30/06/2024
https://turnbackhoax.id/articles?category=lowongan&page=15;[PENIPUAN] PESAN PENAWARAN PEKERJAAN MENJADI MITRA YANG...;Faktanya, TikTok tidak pernah membuka lowongan resmi untuk menjadi...;[PENIPUAN] PESAN PENAWARAN PEKERJAAN MENJADI...;Lowongan;Faktanya, TikTok tidak pernah membuka lowongan...;29/06/2024
https://turnbackhoax.id/articles?category=lowongan&page=15;[PENIPUAN] Poster Lowongan Pekerjaan Pertamina Juni 2024;Tidak benar bahwa Pertamina mengumumkan pendaftaran lowongan pekerjaan pada...;[PENIPUAN] Poster Lowongan Pekerjaan Pertamina...;Lowongan;Tidak benar bahwa Pertamina mengumumkan pendaftaran...;14/06/2024
https://turnbackhoax.id/articles?category=lowongan&page=15;[PENIPUAN] Akun Facebook Pj Bupati Lambar “Drs...;Pj Bupati Lambar Nukman menegaskan akun Facebook yang beredar...;[PENIPUAN] Akun Facebook Pj Bupati...;Lowongan;Pj Bupati Lambar Nukman menegaskan akun...;22/05/2024
https://turnbackhoax.id/articles?category=lowongan&page=15;[PENIPUAN] Lowongan Kerja di PT Tunaskarya Indoswasta;PT Tunaskarya Indoswasta menyatakan lowongan yang beredar di Facebook...;[PENIPUAN] Lowongan Kerja di PT...;Lowongan;PT Tunaskarya Indoswasta menyatakan lowongan yang...;22/05/2024
https://turnbackhoax.id/articles?category=lowongan&page=15;[PENIPUAN] Pesan Messenger Pj Wali Kota Kotamobagu...;Akun tiruan. Kepala Dinas Komunikasi dan Informatika (Diskominfo) Kotamobagu,...;[PENIPUAN] Pesan Messenger Pj Wali...;Lowongan;Akun tiruan. Kepala Dinas Komunikasi dan...;22/05/2024
https://turnbackhoax.id/articles?category=lowongan&page=15;[SALAH] Poster Lowongan Kerja di Pertamina Mei...;Tidak benar bahwa Pertamina mengumumkan pendaftaran lowongan pekerjaan pada...;[SALAH] Poster Lowongan Kerja di...;Lowongan;Tidak benar bahwa Pertamina mengumumkan pendaftaran...;15/05/2024
https://turnbackhoax.id/articles?category=lowongan&page=15;[SALAH] Postingan Facebook Lowongan Kerja Puskesmas Magelang...;Informasi tidak benar. Puskesmas Magelang Utara tidak membuka lowongan...;[SALAH] Postingan Facebook Lowongan Kerja...;Lowongan;Informasi tidak benar. Puskesmas Magelang Utara...;15/05/2024
https://turnbackhoax.id/articles?category=lowongan&page=16;[SALAH] Lowongan Pekerjaan SPBU Pertamina;Informasi perekrutan karyawan Pertamina hanya melalui laman resmi recruitment.pertamina.com....;[SALAH] Lowongan Pekerjaan SPBU Pertamina;Lowongan;Informasi perekrutan karyawan Pertamina hanya melalui...;30/04/2024
https://turnbackhoax.id/articles?category=lowongan&page=16;[SALAH] Lowongan Kerja RSUD Hj Anna Lasmanah...;RSUD Banjarnegara menyatakan informasi yang beredar tidak benar.;[SALAH] Lowongan Kerja RSUD Hj...;Lowongan;RSUD Banjarnegara menyatakan informasi yang beredar...;27/04/2024
https://turnbackhoax.id/articles?category=lowongan&page=16;[SALAH] Postingan di Facebook Lowongan Pekerjaan Puskesmas...;Informasi tersebut PALSU. Puskesmas Majalengka menyatakan informasi tersebut palsu....;[SALAH] Postingan di Facebook Lowongan...;Lowongan;Informasi tersebut PALSU. Puskesmas Majalengka menyatakan...;27/04/2024
https://turnbackhoax.id/articles?category=lowongan&page=16;[SALAH] Puskesmas Wara Selatan Buka Lowongan Kerja;Puskesmas Wara Selatan tidak membuka proses rekrutmen atau penerimaan...;[SALAH] Puskesmas Wara Selatan Buka...;Lowongan;Puskesmas Wara Selatan tidak membuka proses...;27/04/2024
https://turnbackhoax.id/articles?category=lowongan&page=16;[SALAH] Broadcast Chat Lowongan Kerja PT Astra...;Hasil periksa fakta Moch. Marcellodiansyah Faktanya lowongan kerja yang...;[SALAH] Broadcast Chat Lowongan Kerja...;Lowongan;Hasil periksa fakta Moch. Marcellodiansyah Faktanya...;19/04/2024
https://turnbackhoax.id/articles?category=lowongan&page=16;[SALAH] Poster Lowongan Kerja di Pertamina Maret...;Tidak benar bahwa Pertamina mengumumkan pendaftaran lowongan pekerjaan di...;[SALAH] Poster Lowongan Kerja di...;Lowongan;Tidak benar bahwa Pertamina mengumumkan pendaftaran...;31/03/2024
https://turnbackhoax.id/articles?category=lowongan&page=16;[SALAH] Surat Permohonan Narasumber Mengatasnamakan Polres Purwakarta;Polres Purwakarta tidak melaksanakan kegiatan tersebut dan tidak pernah...;[SALAH] Surat Permohonan Narasumber Mengatasnamakan...;Lowongan;Polres Purwakarta tidak melaksanakan kegiatan tersebut...;31/03/2024
https://turnbackhoax.id/articles?category=lowongan&page=16;[SALAH] Info Lowongan Kerja Puskesmas Pekalongan Selatan;Puskesmas Pekalongan Selatan menegaskan bahwa lowongan yang beredar adalah...;[SALAH] Info Lowongan Kerja Puskesmas...;Lowongan;Puskesmas Pekalongan Selatan menegaskan bahwa lowongan...;31/03/2024
https://turnbackhoax.id/articles?category=lowongan&page=16;[SALAH] Lowongan Pekerjaan Online;Modus penipuan serupa lowongan pekerjaan freelance dan part time....;[SALAH] Lowongan Pekerjaan Online;Lowongan;Modus penipuan serupa lowongan pekerjaan freelance...;31/03/2024
https://turnbackhoax.id/articles?category=lowongan&page=16;[SALAH] Pengumuman Rekrutmen PLN Group;PT PLN (Persero) hanya melakukan proses rekrutmen dengan sistem...;[SALAH] Pengumuman Rekrutmen PLN Group;Lowongan;PT PLN (Persero) hanya melakukan proses...;31/03/2024
https://turnbackhoax.id/articles?category=olahraga&page=1;[SALAH] FIFA Tunjuk Indonesia Jadi Tuan Rumah...;Akun Facebook “Sepak BOLA Indonesia” pada Selasa, (03/03/2026) mengunggah...;[SALAH] FIFA Tunjuk Indonesia Jadi...;Olahraga;Akun Facebook “Sepak BOLA Indonesia” pada...;11/03/2026
https://turnbackhoax.id/articles?category=olahraga&page=1;[SALAH] Layvin Kurzawa Jalani Proses Naturalisasi;Beredar video [arsip] dari akun TikTok “bobola.tv” pada Rabu...;[SALAH] Layvin Kurzawa Jalani Proses...;Olahraga;Beredar video [arsip] dari akun TikTok...;10/02/2026
https://turnbackhoax.id/articles?category=olahraga&page=1;[SALAH] Pelatih Timnas Futsal Indonesia Hector Souto...;Beredar unggahan foto [arsip] dari akun Facebook “Changli Cha”...;[SALAH] Pelatih Timnas Futsal Indonesia...;Olahraga;Beredar unggahan foto [arsip] dari akun...;09/02/2026
https://turnbackhoax.id/articles?category=olahraga&page=1;[SALAH] Indra Sjafri Siap Bawa Timnas Malaysia...;Beredar foto [arsip] dari akun TikTok “garuda.skor” pada Selasa...;[SALAH] Indra Sjafri Siap Bawa...;Olahraga;Beredar foto [arsip] dari akun TikTok...;30/12/2025
https://turnbackhoax.id/articles?category=olahraga&page=1;[SALAH] Christian Panucci Resmi Jadi Pelatih Timnas;Beredar unggahan video [arsip] dari akun TikTok “sport.bola5” pada...;[SALAH] Christian Panucci Resmi Jadi...;Olahraga;Beredar unggahan video [arsip] dari akun...;29/12/2025
https://turnbackhoax.id/articles?category=olahraga&page=1;[SALAH] Timur Kapadze Resmi Menjadi Pelatih Timnas...;Beredar unggahan foto [arsip] dari akun Facebook “Aditya Anggoro”...;[SALAH] Timur Kapadze Resmi Menjadi...;Olahraga;Beredar unggahan foto [arsip] dari akun...;10/12/2025
https://turnbackhoax.id/articles?category=olahraga&page=1;[SALAH] Hasil Rapat PSSI Tunjuk Aji Santoso...;Beredar unggahan foto [arsip] dari akun Facebook “Changli Cha”...;[SALAH] Hasil Rapat PSSI Tunjuk...;Olahraga;Beredar unggahan foto [arsip] dari akun...;25/11/2025
https://turnbackhoax.id/articles?category=olahraga&page=1;[SALAH] FIFA dan AFC Blacklist Timnas Irak...;Akun Facebook “Sepak BOLA Indonesia” pada Rabu (22/10/2025) membagikan...;[SALAH] FIFA dan AFC Blacklist...;Olahraga;Akun Facebook “Sepak BOLA Indonesia” pada...;19/11/2025
https://turnbackhoax.id/articles?category=olahraga&page=1;[SALAH] Timnas Indonesia Lolos ke 32 Besar...;Beredar unggahan foto [arsip] dari akun Facebook “ALVIN TV...;[SALAH] Timnas Indonesia Lolos ke...;Olahraga;Beredar unggahan foto [arsip] dari akun...;14/11/2025
https://turnbackhoax.id/articles?category=olahraga&page=1;[SALAH] Dapat Wild Card FIFA, Indonesia Resmi...;Akun TikTok “bobola.tv” pada Selasa (14/10/2025) membagikan video [arsip]...;[SALAH] Dapat Wild Card FIFA,...;Olahraga;Akun TikTok “bobola.tv” pada Selasa (14/10/2025)...;11/11/2025
https://turnbackhoax.id/articles?category=olahraga&page=2;[SALAH] Shin Tae Young Jadi Pelatih Baru...;Beredar foto [arsip] dari akun TikTok “aceng.putra61” pada Kamis...;[SALAH] Shin Tae Young Jadi...;Olahraga;Beredar foto [arsip] dari akun TikTok...;06/11/2025
https://turnbackhoax.id/articles?category=olahraga&page=2;[SALAH] Shin Tae Yong Resmi Kembali ke...;Pada Minggu (19/10/2025) akun Facebook “Sepak BOLA Indonesia” membagikan...;[SALAH] Shin Tae Yong Resmi...;Olahraga;Pada Minggu (19/10/2025) akun Facebook “Sepak...;27/10/2025
https://turnbackhoax.id/articles?category=olahraga&page=2;[SALAH] Louis Van Gaal Resmi Jadi Pelatih...;Pada Rabu (15/10/2025) akun Facebook “Sudut Pandang” membagikan foto...;[SALAH] Louis Van Gaal Resmi...;Olahraga;Pada Rabu (15/10/2025) akun Facebook “Sudut...;24/10/2025
https://turnbackhoax.id/articles?category=olahraga&page=2;[SALAH] FIFA Pecat Wasit Ma Ning Usai...;Pada Rabu (15/10/2025) akun YouTube “Sport mani@” membagikan video...;[SALAH] FIFA Pecat Wasit Ma...;Olahraga;Pada Rabu (15/10/2025) akun YouTube “Sport...;24/10/2025
https://turnbackhoax.id/articles?category=olahraga&page=2;[SALAH] Zinedine Zidane Jadi Pelatih Baru Timnas...;Beredar video [arsip] dari akun tiktok “ze13146” pada Minggu...;[SALAH] Zinedine Zidane Jadi Pelatih...;Olahraga;Beredar video [arsip] dari akun tiktok...;20/10/2025
https://turnbackhoax.id/articles?category=olahraga&page=2;[SALAH] Shin Tae Yong ke Arab Saudi...;Pada Jumat (6/10/2025) akun Facebook “Sepak BOLA Indonesia” membagikan...;[SALAH] Shin Tae Yong ke...;Olahraga;Pada Jumat (6/10/2025) akun Facebook “Sepak...;15/10/2025
https://turnbackhoax.id/articles?category=olahraga&page=2;[SALAH] Laga Indonesia Vs Iraq Resmi Diulang,...;Beredar unggahan [arsip] dari akun tiktok “userjohnson96” pada Selasa...;[SALAH] Laga Indonesia Vs Iraq...;Olahraga;Beredar unggahan [arsip] dari akun tiktok...;15/10/2025
https://turnbackhoax.id/articles?category=olahraga&page=2;[SALAH] Pendukung Arab Saudi Ngamuk Usai Timnasnya...;King Arab ngamuk Indonesia menang Setelah gol ke-2 Indonesia...;[SALAH] Pendukung Arab Saudi Ngamuk...;Olahraga;King Arab ngamuk Indonesia menang Setelah...;27/11/2024
https://turnbackhoax.id/articles?category=olahraga&page=2;[SALAH] Video Suasana Ruang Ganti Timnas Arab...;Beredar video [arsip] yang diunggah akun Instagram “footballstory81” pada...;[SALAH] Video Suasana Ruang Ganti...;Olahraga;Beredar video [arsip] yang diunggah akun...;20/11/2024
https://turnbackhoax.id/articles?category=olahraga&page=2;[SALAH] Timnas Indonesia U-15 Juara Piala Dunia...;Akun TikTok “ranggawulungoficial” pada Jumat (1/11/2024) membagikan video [arsip]...;[SALAH] Timnas Indonesia U-15 Juara...;Olahraga;Akun TikTok “ranggawulungoficial” pada Jumat (1/11/2024)...;11/11/2024
https://turnbackhoax.id/articles?category=olahraga&page=3;[SALAH] Pemain Real Madrid Lucas Vázquez Ingin...;Beredar video [arsip] dari akun TikTok “tukangrosok22” pada Sabtu...;[SALAH] Pemain Real Madrid Lucas...;Olahraga;Beredar video [arsip] dari akun TikTok...;05/11/2024
https://turnbackhoax.id/articles?category=olahraga&page=3;[SALAH] Video Cristiano Ronaldo Buang Bendera Israel;Akun X “PPQSI_” pada Selasa (22/10/2024) mengunggah video [arsip]...;[SALAH] Video Cristiano Ronaldo Buang...;Olahraga;Akun X “PPQSI_” pada Selasa (22/10/2024)...;04/11/2024
https://turnbackhoax.id/articles?category=olahraga&page=3;[SALAH] Cristiano Ronaldo Ramal Timnas Indonesia Bakal...;Kanal YouTube “Suara Timnas Garuda” pada Rabu (18/09/2024) mengunggah...;[SALAH] Cristiano Ronaldo Ramal Timnas...;Olahraga;Kanal YouTube “Suara Timnas Garuda” pada...;01/11/2024
https://turnbackhoax.id/articles?category=olahraga&page=3;[SALAH] PSSI Putuskan Keluar dari AFC dan...;Kanal YouTube “Timnas Garuda Team” pada Jumat (18/10/24) mengunggah...;[SALAH] PSSI Putuskan Keluar dari...;Olahraga;Kanal YouTube “Timnas Garuda Team” pada...;29/10/2024
https://turnbackhoax.id/articles?category=olahraga&page=3;[SALAH] Wasit Bahrain Ahmed Al-Kaf Dipidana Delapan...;Sejak Rabu (12/10/2024) beredar video [arsip] dari kanal YouTube...;[SALAH] Wasit Bahrain Ahmed Al-Kaf...;Olahraga;Sejak Rabu (12/10/2024) beredar video [arsip]...;23/10/2024
https://turnbackhoax.id/articles?category=olahraga&page=3;[SALAH] Pelatih Timnas Indonesia Shin Tae Yong...;Akun “Ananda Putri” pada Rabu (16/10/2024) mengunggah foto [arsip]...;[SALAH] Pelatih Timnas Indonesia Shin...;Olahraga;Akun “Ananda Putri” pada Rabu (16/10/2024)...;22/10/2024
https://turnbackhoax.id/articles?category=olahraga&page=3;[SALAH] FIFA Batalkan Gol Kedua Bahrain, Skor...;Sebuah unggahan di Facebook [arsip] dari akun “Jamal Said”...;[SALAH] FIFA Batalkan Gol Kedua...;Olahraga;Sebuah unggahan di Facebook [arsip] dari...;16/10/2024
https://turnbackhoax.id/articles?category=olahraga&page=3;[SALAH] Emil Audero Ingin Dinaturalisasi dan Gabung...;Akun instagram “Adijayakato” pada Selasa (29/09/2024) mengunggah foto [arsip]...;[SALAH] Emil Audero Ingin Dinaturalisasi...;Olahraga;Akun instagram “Adijayakato” pada Selasa (29/09/2024)...;15/10/2024
https://turnbackhoax.id/articles?category=olahraga&page=3;[SALAH] PSSI Undang Timnas Portugal untuk Lawan...;PSSI Sukses Mengundang Portugal Melawan Timnas Indonesia ??;[SALAH] PSSI Undang Timnas Portugal...;Olahraga;PSSI Sukses Mengundang Portugal Melawan Timnas...;08/10/2024
https://turnbackhoax.id/articles?category=olahraga&page=3;[SALAH] FIFA dan AFC Resmi Sanksi Timnas...;TANGIS PECAH SEKETIKA! FIFA DAN AFC RESMI SANKSI TIMNAS...;[SALAH] FIFA dan AFC Resmi...;Olahraga;TANGIS PECAH SEKETIKA! FIFA DAN AFC...;30/09/2024
https://turnbackhoax.id/articles?category=olahraga&page=4;[SALAH] FIFA Resmi Bekukan Federasi BFA Bahrain...;JADI SOROTAN DUNIA !! FIFA RESMI BEKUKAN FEDERASI ”...;[SALAH] FIFA Resmi Bekukan Federasi...;Olahraga;JADI SOROTAN DUNIA !! FIFA RESMI...;30/09/2024
https://turnbackhoax.id/articles?category=olahraga&page=4;[SALAH] Indra Sjafri Dipecat dan Digantikan Dengan...;INDRA SJAFRI RESMI DIPECAT!! Park Hang Langsung Tiba di...;[SALAH] Indra Sjafri Dipecat dan...;Olahraga;INDRA SJAFRI RESMI DIPECAT!! Park Hang...;30/09/2024
https://turnbackhoax.id/articles?category=olahraga&page=4;[SALAH] Bambang Pamungkas Bongkar Skenario Busuk Hancurkan...;“Bp bongkar Kebusukan orang2 Yang ingin hancurkan Timnas Indonesia....;[SALAH] Bambang Pamungkas Bongkar Skenario...;Olahraga;“Bp bongkar Kebusukan orang2 Yang ingin...;30/09/2024
https://turnbackhoax.id/articles?category=olahraga&page=4;[SALAH] Video Pelatih Arab Saudi, Mancini Mengomentari...;“Mancini Tertawa,,,,Tau Australia imbang Juga,, Reaksi Pelatih Arab Saudi...;[SALAH] Video Pelatih Arab Saudi,...;Olahraga;“Mancini Tertawa,,,,Tau Australia imbang Juga,, Reaksi...;29/09/2024
https://turnbackhoax.id/articles?category=olahraga&page=4;[SALAH] Joel Piro Pindah Negara Dan Bisa...;SEMUA TERKEJUT !! JOEL PIROE RESMI PINDAH NEGARA TANGIS...;[SALAH] Joel Piro Pindah Negara...;Olahraga;SEMUA TERKEJUT !! JOEL PIROE RESMI...;29/09/2024
https://turnbackhoax.id/articles?category=olahraga&page=4;[SALAH] Video “Messi Komentar Pedas ke Australia...;“Messi komentar pedas ke Australia bahwa Indonesia lah yang...;[SALAH] Video “Messi Komentar Pedas...;Olahraga;“Messi komentar pedas ke Australia bahwa...;27/09/2024
https://turnbackhoax.id/articles?category=olahraga&page=4;[SALAH] Maarten Paes Fasih Berbahasa Indonesia;Maarten Paes Paseh Bener Bahasa Indonesianya;[SALAH] Maarten Paes Fasih Berbahasa...;Olahraga;Maarten Paes Paseh Bener Bahasa Indonesianya;25/09/2024
https://turnbackhoax.id/articles?category=olahraga&page=4;[SALAH] Pelatih Bahrain Mengundurkan Diri Dari Piala...;HEBOH ?? TAKUT LAWAN SKUAD TIMNAS INDONESIA, PELATIH BAHRAIN...;[SALAH] Pelatih Bahrain Mengundurkan Diri...;Olahraga;HEBOH ?? TAKUT LAWAN SKUAD TIMNAS...;24/09/2024
https://turnbackhoax.id/articles?category=olahraga&page=4;[SALAH] Tiket Pertandingan Timnas Bahrain Vs Indonesia...;Mega Bintang Dunia Kaget ! Tiket Timnas vs Bahrain...;[SALAH] Tiket Pertandingan Timnas Bahrain...;Olahraga;Mega Bintang Dunia Kaget ! Tiket...;24/09/2024
https://turnbackhoax.id/articles?category=olahraga&page=4;[SALAH] Lionel Messi Berikan Komentar Pedas kepada...;“Messi dukung Indonesia lawan Australia”. “Messi komentar pedas ke...;[SALAH] Lionel Messi Berikan Komentar...;Olahraga;“Messi dukung Indonesia lawan Australia”. “Messi...;23/09/2024
https://turnbackhoax.id/articles?category=lowongan&page=3;[PENIPUAN] Tautan Pendaftaran Rekrutmen PLN 2026;Unggahan berisi tautan “pendaftaran rekrutmen PLN 2026” yang mengarah...;[PENIPUAN] Tautan Pendaftaran Rekrutmen PLN...;Lowongan;Unggahan berisi tautan “pendaftaran rekrutmen PLN...;03/03/2026
https://turnbackhoax.id/articles?category=lowongan&page=3;[PENIPUAN] Tautan Pendaftaran CPNS KLHK 2026;Faktanya, hingga kini belum ada pengumuman resmi dari Kementerian...;[PENIPUAN] Tautan Pendaftaran CPNS KLHK...;Lowongan;Faktanya, hingga kini belum ada pengumuman...;27/02/2026
https://turnbackhoax.id/articles?category=lowongan&page=3;[PENIPUAN] Tautan Pendaftaran PPPK Kemenag 2026;Faktanya, hingga saat ini Kemenag belum membuka lowongan kerja...;[PENIPUAN] Tautan Pendaftaran PPPK Kemenag...;Lowongan;Faktanya, hingga saat ini Kemenag belum...;24/02/2026
https://turnbackhoax.id/articles?category=lowongan&page=3;[PENIPUAN] Tautan Pendaftaran Seleksi Guru Sekolah Garuda...;Faktanya, pendaftaran hanya dapat dilakukan melalui laman resmi Badan...;[PENIPUAN] Tautan Pendaftaran Seleksi Guru...;Lowongan;Faktanya, pendaftaran hanya dapat dilakukan melalui...;24/02/2026
https://turnbackhoax.id/articles?category=lowongan&page=3;[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Unilever Indonesia;Unggahan berisi tautan “pendaftaran lowongan kerja Unilever Indonesia” yang...;[PENIPUAN] Tautan Pendaftaran Lowongan Kerja...;Lowongan;Unggahan berisi tautan “pendaftaran lowongan kerja...;24/02/2026
https://turnbackhoax.id/articles?category=lowongan&page=3;[PENIPUAN] Tautan Lowongan Kerja PT Paragon Tahun...;Pendaftaran lowongan kerja di PT Paragon hanya melalui laman...;[PENIPUAN] Tautan Lowongan Kerja PT...;Lowongan;Pendaftaran lowongan kerja di PT Paragon...;23/02/2026
https://turnbackhoax.id/articles?category=lowongan&page=3;[PENIPUAN] Tautan Lowongan Kerja Perum Bulog Tahun...;Pendaftaran lowongan kerja Perum Bulog Indonesia hanya melalui laman...;[PENIPUAN] Tautan Lowongan Kerja Perum...;Lowongan;Pendaftaran lowongan kerja Perum Bulog Indonesia...;19/02/2026
https://turnbackhoax.id/articles?category=lowongan&page=3;[SALAH] Kemenhut Resmi Buka CPNS Polisi Kehutanan...;Faktanya, Kementerian Kehutanan (Kemenhut) menyatakan bahwa pendaftaran CPNS Polhut...;[SALAH] Kemenhut Resmi Buka CPNS...;Lowongan;Faktanya, Kementerian Kehutanan (Kemenhut) menyatakan bahwa...;19/02/2026
https://turnbackhoax.id/articles?category=lowongan&page=3;[PENIPUAN] Tautan Rekrutmen CPNS Kementrian Imigrasi 2026;Unggahan berisi tautan “rekrutmen CPNS Kementrian Imigrasi 2026” yang...;[PENIPUAN] Tautan Rekrutmen CPNS Kementrian...;Lowongan;Unggahan berisi tautan “rekrutmen CPNS Kementrian...;13/02/2026
https://turnbackhoax.id/articles?category=lowongan&page=3;[PENIPUAN] Tautan Pendaftaran Petugas Sensus Ekonomi 2026;Unggahan berisi tautan “pendaftaran petugas sensus ekonomi 2026” yang...;[PENIPUAN] Tautan Pendaftaran Petugas Sensus...;Lowongan;Unggahan berisi tautan “pendaftaran petugas sensus...;11/02/2026
https://turnbackhoax.id/articles?category=politik&page=21;[SALAH] Prabowo Copot Ratusan Anggota DPR Fraksi...;Beredar unggahan video [arsip] dari akun Facebook “Alfic Mass...;[SALAH] Prabowo Copot Ratusan Anggota...;Politik;Beredar unggahan video [arsip] dari akun...;12/02/2026
https://turnbackhoax.id/articles?category=politik&page=21;[SALAH] Trump Janji Lepas Presiden Venezuela jika...;Beredar unggahan gambar [arsip] dari akun Tiktok “top_leaders01” pada...;[SALAH] Trump Janji Lepas Presiden...;Politik;Beredar unggahan gambar [arsip] dari akun...;12/02/2026
https://turnbackhoax.id/articles?category=politik&page=21;[SALAH] Video Tentara Cina Mendarat di Bandara...;Akun Facebook “Alif P” pada Minggu (4/1/2026) mengunggah video...;[SALAH] Video Tentara Cina Mendarat...;Politik;Akun Facebook “Alif P” pada Minggu...;11/02/2026
https://turnbackhoax.id/articles?category=politik&page=21;"[SALAH] Video ""Jokowi Pergi Berziarah ke Kuil...";Beredar unggahan video [arsip] dari akun Instagram “tirumalavybes” pada...;"[SALAH] Video ""Jokowi Pergi Berziarah...";Politik;Beredar unggahan video [arsip] dari akun...;11/02/2026
https://turnbackhoax.id/articles?category=politik&page=21;[SALAH] Prabowo Copot Bahlil dari Jabatan Menteri...;Akun Facebook “Warung Kopi Mbok Rondo Kidul Mesjid” pada...;[SALAH] Prabowo Copot Bahlil dari...;Politik;Akun Facebook “Warung Kopi Mbok Rondo...;11/02/2026
https://turnbackhoax.id/articles?category=politik&page=21;"[SALAH] Video ""TNI Tegur Polisi soal Pungutan...";Akun Facebook “Calon Jutawan” pada Rabu (4/2/2026) membagikan video...;"[SALAH] Video ""TNI Tegur Polisi...";Politik;Akun Facebook “Calon Jutawan” pada Rabu...;11/02/2026
https://turnbackhoax.id/articles?category=politik&page=21;"[SALAH] Video ""Negara Eropa Mengirim Pasukan ke...";Akun Instagram “voxnetizens” pada Jum’at, (16/01/2026) mengunggah video [arsip]...;"[SALAH] Video ""Negara Eropa Mengirim...";Politik;Akun Instagram “voxnetizens” pada Jum’at, (16/01/2026)...;11/02/2026
